inv_no,billed_on,zimmer_cust_no,customer,sku_id,description,cat_name,customer_po,qty,price,net_sales_amount,commission_rate,Commission Total,Year,Month
884020,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,333604721,12,58,696,19,132,2022,4
884020,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,SternaLock,333604721,4,58,232,19,44,2022,4
884020,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,333604721,1,3726,3726,19,708,2022,4
884021,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,111-ED-050,JEIL POWER DRIVER SINGLE USE,Tritium,333604720,2,159,317,19,60,2022,4
884021,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,333604720,8,54,432,19,82,2022,4
884021,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,333604720,2,603,1206,19,229,2022,4
884021,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,94-DRIVERBIT-S,THORECON DISP POWER DRIVER BIT,Tritium,333604720,2,70,140,19,27,2022,4
884033,4/19/22,00076801,CLEVELAND CLINIC / WESTON,025-200,UFM O 26MM HCIR 89MM KN 24PK,Single Use,00000000000CCF22261080,2,430,430,19,82,2022,4
884116,4/19/22,22868201,JUPITER MEDICAL CENTER,027-525,UFM LTO 28MM HCIR CUTTING 24PK,Single Use,583622,2,289,578,19,110,2022,4
884116,4/19/22,22868201,JUPITER MEDICAL CENTER,040-337,DW SS#6 14IN CCS#1 NDL 4PK12PK,Single Use,583622,2,1474,2948,19,560,2022,4
884116,4/19/22,22868201,JUPITER MEDICAL CENTER,046-032,SW #6 18IN CCS1 4PK 12PK,Single Use,583622,2,244,488,19,93,2022,4
884164,4/19/22,00006612,ALEX PAINO,70-2001,HIGH TORQUE DRIVER,DI,000000000TUESDAYWEEKLY,4,0,0,19,0,2022,4
884164,4/19/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,000000000TUESDAYWEEKLY,12,0,0,19,0,2022,4
884164,4/19/22,00006612,ALEX PAINO,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,DI,000000000TUESDAYWEEKLY,4,0,0,19,0,2022,4
884164,4/19/22,00006612,ALEX PAINO,73-2418,SCRW 2.4X18MM CANCELOUS LOCKNG,DI,000000000TUESDAYWEEKLY,20,0,0,19,0,2022,4
884164,4/19/22,00006612,ALEX PAINO,73-2420,SCRW 2.4X20MM CANCELOUS LOCKNG,DI,000000000TUESDAYWEEKLY,12,0,0,19,0,2022,4
884164,4/19/22,00006612,ALEX PAINO,73-2623,PLATE 8 HOLE X,DI,000000000TUESDAYWEEKLY,0,0,0,19,0,2022,4
884164,4/19/22,00006612,ALEX PAINO,73-2643,PLATE 4 HOLE L 100 DEG,DI,000000000TUESDAYWEEKLY,2,0,0,19,0,2022,4
884164,4/19/22,00006612,ALEX PAINO,74-0004,SL360 MULTI-IMPLANT SYSTEM,DI,000000000TUESDAYWEEKLY,1,0,0,19,0,2022,4
884440,4/19/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,025-200,UFM O 26MM HCIR 89MM KN 24PK,Single Use,5.10E+14,2,353,706,19,134,2022,4
884444,4/19/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,200539591,7,67,467,19,89,2022,4
884444,4/19/22,23446901,DELRAY MEDICAL CENTER,86-30-14,TRITIUM EMG SCR 3.0X14MM 1EA,Tritium,200539591,1,67,67,19,13,2022,4
884444,4/19/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200539591,2,670,1340,19,255,2022,4
884444,4/19/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200539591,2,80,160,19,30,2022,4
884449,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,111-ED-050,JEIL POWER DRIVER SINGLE USE,Tritium,333604792,2,159,317,19,60,2022,4
884449,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,333604792,8,54,432,19,82,2022,4
884449,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,333604792,2,603,1206,19,229,2022,4
884449,4/19/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,94-DRIVERBIT-S,THORECON DISP POWER DRIVER BIT,Tritium,333604792,2,70,140,19,27,2022,4
884986,4/21/22,00006612,ALEX PAINO,73-2623,PLATE 8 HOLE X,DI,000000000TUESDAYWEEKLY,3,0,0,19,0,2022,4
885202,4/21/22,00006612,ALEX PAINO,73-1952,PLATE 8 HOLE STRAIGHT,DI,00000000000DIOVERNIGHT,0,0,0,19,0,2022,4
885202,4/21/22,00006612,ALEX PAINO,73-2632,PLATE 12 HOLE LADDER,DI,00000000000DIOVERNIGHT,0,0,0,19,0,2022,4
885202,4/21/22,00006612,ALEX PAINO,73-2634,PLATE 12 HOLE WIDE LADDER,DI,00000000000DIOVERNIGHT,0,0,0,19,0,2022,4
885202,4/21/22,00006612,ALEX PAINO,73-2636,PLATE 4 HOLE WITH GAP,DI,00000000000DIOVERNIGHT,0,0,0,19,0,2022,4
885202,4/21/22,00006612,ALEX PAINO,73-2645,PLATE 8 HOLE JL,DI,00000000000DIOVERNIGHT,3,0,0,19,0,2022,4
885641,4/22/22,00006612,ALEX PAINO,73-1952,PLATE 8 HOLE STRAIGHT,DI,00000000000DIOVERNIGHT,0,0,0,19,0,2022,4
885641,4/22/22,00006612,ALEX PAINO,73-2632,PLATE 12 HOLE LADDER,DI,00000000000DIOVERNIGHT,0,0,0,19,0,2022,4
885641,4/22/22,00006612,ALEX PAINO,73-2634,PLATE 12 HOLE WIDE LADDER,DI,00000000000DIOVERNIGHT,1,0,0,19,0,2022,4
885641,4/22/22,00006612,ALEX PAINO,73-2636,PLATE 4 HOLE WITH GAP,DI,00000000000DIOVERNIGHT,0,0,0,19,0,2022,4
885978,4/25/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,4
885978,4/25/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,4
885978,4/25/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,1,70,70,19,13,2022,4
885983,4/25/22,23446901,DELRAY MEDICAL CENTER,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,2.01E+08,2,67,134,19,25,2022,4
885983,4/25/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,2.01E+08,4,67,267,19,51,2022,4
885983,4/25/22,23446901,DELRAY MEDICAL CENTER,86-30-12,TRITIUM EMG SCR 3.0X12MM 1EA,Tritium,200540293,2,67,134,19,25,2022,4
885983,4/25/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200540293,2,670,1340,19,255,2022,4
885983,4/25/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200540293,2,80,160,19,30,2022,4
886289,4/26/22,00006612,ALEX PAINO,111-ED-050,JEIL POWER DRIVER SINGLE USE,DI,00000000TUESDAY WEEKLY,4,0,0,19,0,2022,4
886289,4/26/22,00006612,ALEX PAINO,86-200,TRITIUM X PLT 8 HOLE X 1 CABLE,DI,00000000TUESDAY WEEKLY,3,0,0,19,0,2022,4
886289,4/26/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,00000000TUESDAY WEEKLY,8,0,0,19,0,2022,4
886289,4/26/22,00006612,ALEX PAINO,94-DRIVERBIT-S,THORECON DISP POWER DRIVER BIT,DI,00000000TUESDAY WEEKLY,4,0,0,19,0,2022,4
886290,4/26/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,00000000000TUES WEEKLY,4,0,0,19,0,2022,4
886290,4/26/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,00000000000TUES WEEKLY,14,0,0,19,0,2022,4
886290,4/26/22,00006612,ALEX PAINO,86-27-16,TRITIUM SCR 2.7X16MM 1EA,DI,00000000000TUES WEEKLY,27,0,0,19,0,2022,4
886290,4/26/22,00006612,ALEX PAINO,86-30-14,TRITIUM EMG SCR 3.0X14MM 1EA,DI,00000000000TUES WEEKLY,1,0,0,19,0,2022,4
886290,4/26/22,00006612,ALEX PAINO,86-30-16,TRITIUM EMG SCR 3.0X16MM 1EA,DI,00000000000TUES WEEKLY,2,0,0,19,0,2022,4
886290,4/26/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,00000000000TUES WEEKLY,10,0,0,19,0,2022,4
886290,4/26/22,00006612,ALEX PAINO,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,DI,00000000000TUES WEEKLY,1,0,0,19,0,2022,4
886290,4/26/22,00006612,ALEX PAINO,PDBP-001-2,TRITIUM POWERDRVR BATTRY,DI,00000000000TUES WEEKLY,10,0,0,19,0,2022,4
886457,4/26/22,23446901,DELRAY MEDICAL CENTER,025-200,UFM O 26MM HCIR 89MM KN 24PK,Single Use,200540632,3,343,1029,19,196,2022,4
886523,4/26/22,00006612,ALEX PAINO,70-2001,HIGH TORQUE DRIVER,DI,0000000DITUESDAYWEEKLY,7,0,0,19,0,2022,4
886523,4/26/22,00006612,ALEX PAINO,74-0003,SL360 SINGLE X-PLATE IMPLANT,DI,0000000DITUESDAYWEEKLY,1,0,0,19,0,2022,4
886523,4/26/22,00006612,ALEX PAINO,74-0004,SL360 MULTI-IMPLANT SYSTEM,DI,0000000DITUESDAYWEEKLY,2,0,0,19,0,2022,4
886866,4/27/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,019-530,DISPPATCBL 2.0 6FT W 8PK,Single Use,5.10E+05,1,174,174,19,33,2022,4
887082,4/27/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,2.01E+08,8,67,534,19,101,2022,4
887082,4/27/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,2.01E+08,2,670,1340,19,255,2022,4
887082,4/27/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,2.01E+08,2,80,160,19,30,2022,4
887437,4/28/22,23446901,DELRAY MEDICAL CENTER,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,2.01E+08,8,67,534,19,101,2022,4
887437,4/28/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,2.01E+08,2,670,1340,19,255,2022,4
887437,4/28/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200540659,2,80,160,19,30,2022,4
887570,4/28/22,22868201,JUPITER MEDICAL CENTER,70-2001,HIGH TORQUE DRIVER,RibFix Adv,583591,2,105,210,19,40,2022,4
887570,4/28/22,22868201,JUPITER MEDICAL CENTER,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,SternaLock,583591,4,50,200,19,38,2022,4
887570,4/28/22,22868201,JUPITER MEDICAL CENTER,73-2418,SCRW 2.4X18MM CANCELOUS LOCKNG,SternaLock,5.84E+05,16,50,800,19,152,2022,4
887570,4/28/22,22868201,JUPITER MEDICAL CENTER,73-2420,SCRW 2.4X20MM CANCELOUS LOCKNG,SternaLock,5.84E+05,12,50,600,19,114,2022,4
887570,4/28/22,22868201,JUPITER MEDICAL CENTER,73-2623,PLATE 8 HOLE X,SternaLock,5.84E+05,3,415,1245,19,237,2022,4
887570,4/28/22,22868201,JUPITER MEDICAL CENTER,73-2643,PLATE 4 HOLE L 100 DEG,SternaLock,5.84E+05,2,307,614,19,117,2022,4
887665,4/28/22,23446901,DELRAY MEDICAL CENTER,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,200540899,4,67,267,19,51,2022,4
887665,4/28/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,200540899,4,67,267,19,51,2022,4
887665,4/28/22,23446901,DELRAY MEDICAL CENTER,86-30-14,TRITIUM EMG SCR 3.0X14MM 1EA,Tritium,200540899,1,67,67,19,13,2022,4
887665,4/28/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200540899,2,670,1340,19,255,2022,4
887665,4/28/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200540899,2,80,160,19,30,2022,4
887666,4/28/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,200540901,2,67,134,19,25,2022,4
887666,4/28/22,23446901,DELRAY MEDICAL CENTER,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,200540901,6,67,401,19,76,2022,4
887666,4/28/22,23446901,DELRAY MEDICAL CENTER,86-30-16,TRITIUM EMG SCR 3.0X16MM 1EA,Tritium,200540901,1,67,67,19,13,2022,4
887666,4/28/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200540901,2,670,1340,19,255,2022,4
887666,4/28/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200540901,2,80,160,19,30,2022,4
887667,4/28/22,23446901,DELRAY MEDICAL CENTER,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,2.01E+08,9,67,601,19,114,2022,4
887667,4/28/22,23446901,DELRAY MEDICAL CENTER,86-30-16,TRITIUM EMG SCR 3.0X16MM 1EA,Tritium,2.01E+08,1,67,67,19,13,2022,4
887667,4/28/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200540827,2,670,1340,19,255,2022,4
887667,4/28/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,2.01E+08,2,80,160,19,30,2022,4
887852,4/28/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,111-ED-050,JEIL POWER DRIVER SINGLE USE,Tritium,3.34E+08,2,159,317,19,60,2022,4
887852,4/28/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,333605295,7,54,378,19,72,2022,4
887852,4/28/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,86-30-14,TRITIUM EMG SCR 3.0X14MM 1EA,Tritium,3.34E+08,1,54,54,19,10,2022,4
887852,4/28/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,3.34E+08,2,603,1206,19,229,2022,4
887852,4/28/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,94-DRIVERBIT-S,THORECON DISP POWER DRIVER BIT,Tritium,3.34E+08,2,70,140,19,27,2022,4
888022,4/28/22,22953401,HCA - PALMS WEST HOSPITAL,70-2001,HIGH TORQUE DRIVER,RibFix Adv,526093,1,105,105,19,20,2022,4
888101,4/29/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,040-337,DW SS#6 14IN CCS#1 NDL 4PK12PK,Single Use,333605257,1,1431,1431,19,272,2022,4
888254,4/29/22,23446901,DELRAY MEDICAL CENTER,111-ED-050,JEIL POWER DRIVER SINGLE USE,Tritium,200540998,1,179,179,19,34,2022,4
888254,4/29/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,200540998,4,67,267,19,51,2022,4
888254,4/29/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200540998,2,670,1340,19,255,2022,4
888254,4/29/22,23446901,DELRAY MEDICAL CENTER,94-DRIVERBIT-S,THORECON DISP POWER DRIVER BIT,Tritium,200540998,2,80,160,19,30,2022,4
888285,4/29/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,70-2001,HIGH TORQUE DRIVER,RibFix Adv,534611,2,105,209,19,40,2022,4
888285,4/29/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,SternaLock,5.35E+05,4,50,200,19,38,2022,4
888285,4/29/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,5.35E+05,12,50,600,19,114,2022,4
888285,4/29/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,5.35E+05,1,3811,3811,19,724,2022,4
888573,4/29/22,00006612,ALEX PAINO,73-1952,PLATE 8 HOLE STRAIGHT,DI,00000000000DIOVERNIGHT,0,0,0,19,0,2022,4
888573,4/29/22,00006612,ALEX PAINO,73-2632,PLATE 12 HOLE LADDER,DI,00000000000DIOVERNIGHT,1,0,0,19,0,2022,4
888573,4/29/22,00006612,ALEX PAINO,73-2636,PLATE 4 HOLE WITH GAP,DI,00000000000DIOVERNIGHT,3,0,0,19,0,2022,4
888585,4/29/22,01433701,BETHESDA MEMORIAL HOSPITAL,70-2001,HIGH TORQUE DRIVER,RibFix Adv,00000000000001058364CD,1,190,190,19,36,2022,4
889005,5/2/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,025-200,UFM O 26MM HCIR 89MM KN 24PK,Single Use,5.10E+14,2,343,686,19,130,2022,5
889079,5/2/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,5.10E+14,16,52,832,19,158,2022,5
889079,5/2/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-300,TRITIUM DBL CABLE PLATE 6HOLE,Tritium,5.10E+14,2,540,1080,19,205,2022,5
889079,5/2/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,5.10E+14,1,550,550,19,105,2022,5
889080,5/2/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,5
889080,5/2/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,5
889080,5/2/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,1,70,70,19,13,2022,5
889183,5/2/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,70-2001,HIGH TORQUE DRIVER,RibFix Adv,333605383,2,100,200,19,38,2022,5
889183,5/2/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,333605383,12,52,624,19,119,2022,5
889183,5/2/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2418,SCRW 2.4X18MM CANCELOUS LOCKNG,SternaLock,333605383,4,52,208,19,40,2022,5
889183,5/2/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,333605383,1,3620,3620,19,688,2022,5
889185,5/2/22,70033301,FLORIDA MEDICAL CENTER,111-ED-050,JEIL POWER DRIVER SINGLE USE,Tritium,000000000000090D337611,2,159,317,19,60,2022,5
889185,5/2/22,70033301,FLORIDA MEDICAL CENTER,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,000000000000090D337611,4,54,216,19,41,2022,5
889185,5/2/22,70033301,FLORIDA MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,000000000000090D337611,1,603,603,19,115,2022,5
889185,5/2/22,70033301,FLORIDA MEDICAL CENTER,94-DRIVERBIT-S,THORECON DISP POWER DRIVER BIT,Tritium,000000000000090D337611,2,70,140,19,27,2022,5
889216,5/3/22,00006612,ALEX PAINO,86-27-10,TRITIUM SCR 2.7X10MM 1EA,DI,00000000WEEKLY TUESDAY,10,0,0,19,0,2022,5
889216,5/3/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,00000000WEEKLY TUESDAY,11,0,0,19,0,2022,5
889216,5/3/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,00000000WEEKLY TUESDAY,4,0,0,19,0,2022,5
889216,5/3/22,00006612,ALEX PAINO,94-DRIVERBIT-S,THORECON DISP POWER DRIVER BIT,DI,00000000WEEKLY TUESDAY,1,0,0,19,0,2022,5
889277,5/3/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,200541127,8,67,534,19,101,2022,5
889277,5/3/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200541127,2,1340,1340,19,255,2022,5
889277,5/3/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200541127,2,80,160,19,30,2022,5
889301,5/3/22,00006612,ALEX PAINO,111-ED-050,JEIL POWER DRIVER SINGLE USE,DI,00000000000DIWEEKLYTUE,3,0,0,19,0,2022,5
889301,5/3/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,00000000000DIWEEKLYTUE,16,0,0,19,0,2022,5
889301,5/3/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,00000000000DIWEEKLYTUE,50,0,0,19,0,2022,5
889301,5/3/22,00006612,ALEX PAINO,86-27-16,TRITIUM SCR 2.7X16MM 1EA,DI,00000000000DIWEEKLYTUE,34,0,0,19,0,2022,5
889301,5/3/22,00006612,ALEX PAINO,86-300,TRITIUM DBL CABLE PLATE 6HOLE,DI,00000000000DIWEEKLYTUE,6,0,0,19,0,2022,5
889301,5/3/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,00000000000DIWEEKLYTUE,15,0,0,19,0,2022,5
889301,5/3/22,00006612,ALEX PAINO,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,DI,00000000000DIWEEKLYTUE,3,0,0,19,0,2022,5
889301,5/3/22,00006612,ALEX PAINO,94-DRIVERBIT-S,THORECON DISP POWER DRIVER BIT,DI,00000000000DIWEEKLYTUE,3,0,0,19,0,2022,5
889302,5/3/22,00006612,ALEX PAINO,70-2001,HIGH TORQUE DRIVER,DI,00000000000DIWEEKLYTUE,4,0,0,19,0,2022,5
889302,5/3/22,00006612,ALEX PAINO,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,DI,00000000000DIWEEKLYTUE,4,0,0,19,0,2022,5
889302,5/3/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,00000000000DIWEEKLYTUE,24,0,0,19,0,2022,5
889302,5/3/22,00006612,ALEX PAINO,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,DI,00000000000DIWEEKLYTUE,4,0,0,19,0,2022,5
889469,5/3/22,00006612,ALEX PAINO,74-0004,SL360 MULTI-IMPLANT SYSTEM,DI,00000000000DIWEEKLYTUE,0,0,0,19,0,2022,5
889470,5/3/22,00006612,ALEX PAINO,70-2001,HIGH TORQUE DRIVER,DI,00000000WEEKLY TUESDAY,8,0,0,19,0,2022,5
889470,5/3/22,00006612,ALEX PAINO,73-2623,PLATE 8 HOLE X,DI,00000000WEEKLY TUESDAY,2,0,0,19,0,2022,5
889470,5/3/22,00006612,ALEX PAINO,73-2643,PLATE 4 HOLE L 100 DEG,DI,00000000WEEKLY TUESDAY,1,0,0,19,0,2022,5
889471,5/3/22,00006612,ALEX PAINO,74-0004,SL360 MULTI-IMPLANT SYSTEM,DI,00000000WEEKLY TUESDAY,7,0,0,19,0,2022,5
889684,5/3/22,70033301,FLORIDA MEDICAL CENTER,111-ED-050,JEIL POWER DRIVER SINGLE USE,Tritium,000000000000090D337680,2,159,317,19,60,2022,5
889684,5/3/22,70033301,FLORIDA MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,000000000000090D337680,8,54,432,19,82,2022,5
889684,5/3/22,70033301,FLORIDA MEDICAL CENTER,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,000000000000090D337680,4,54,216,19,41,2022,5
889684,5/3/22,70033301,FLORIDA MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,000000000000090D337680,3,603,1809,19,344,2022,5
889684,5/3/22,70033301,FLORIDA MEDICAL CENTER,94-DRIVERBIT-S,THORECON DISP POWER DRIVER BIT,Tritium,000000000000090D337680,2,70,140,19,27,2022,5
889782,5/4/22,08846901,CLEVELAND CLINIC INDIAN RIVER,046-023,SW #6 18IN BE#2 6PK 12PK,Single Use,271548,2,410,820,19,156,2022,5
890013,5/4/22,12267201,MARTIN MEMORIAL HOSPITAL,019-530,DISPPATCBL 2.0 6FT W 8PK,Single Use,5778444,2,113,227,19,43,2022,5
890014,5/4/22,12267201,MARTIN MEMORIAL HOSPITAL,025-200,UFM O 26MM HCIR 89MM KN 24PK,Single Use,5789372,2,215,430,19,82,2022,5
890209,5/5/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,019-530,DISPPATCBL 2.0 6FT W 8PK,Single Use,509547,1,174,174,19,33,2022,5
890629,5/5/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,70-2001,HIGH TORQUE DRIVER,RibFix Adv,333605819,2,100,200,19,38,2022,5
890629,5/5/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,333605819,16,52,832,19,158,2022,5
890629,5/5/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,333605819,1,3620,3620,19,688,2022,5
890643,5/5/22,00006612,ALEX PAINO,74-0004,SL360 MULTI-IMPLANT SYSTEM,DI,00000000000DIWEEKLYTUE,2,0,0,19,0,2022,5
890672,5/5/22,23446901,DELRAY MEDICAL CENTER,86-27-12,TRITIUM SCR 2.7X12MM 1EA,Tritium,200541403,8,67,534,19,101,2022,5
890672,5/5/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200541403,2,670,1340,19,255,2022,5
890672,5/5/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200541403,2,80,160,19,30,2022,5
